# x_m,y_m,w_tr_right_m,w_tr_left_m
14.2650,6.8062,0.1684,0.1684
14.2875,6.8062,0.1671,0.1671
14.3100,6.8062,0.1661,0.1661
14.3325,6.8062,0.1654,0.1654
14.3550,6.8062,0.1650,0.1650
14.3775,6.8062,0.1650,0.1650
14.4000,6.8062,0.1650,0.1650
14.4225,6.8062,0.1650,0.1650
14.4450,6.8062,0.1654,0.1654
14.4675,6.8062,0.1652,0.1652
14.4900,6.8062,0.1650,0.1650
14.5125,6.8062,0.1650,0.1650
14.5350,6.8062,0.1650,0.1650
14.5575,6.8062,0.1650,0.1650
14.5800,6.8062,0.1650,0.1650
14.6025,6.7950,0.1684,0.1684
14.6250,6.7950,0.1687,0.1687
14.6475,6.7950,0.1672,0.1672
14.6700,6.7837,0.1685,0.1685
14.6925,6.7837,0.1664,0.1664
14.7150,6.7725,0.1684,0.1684
14.7375,6.7725,0.1671,0.1671
14.7600,6.7725,0.1661,0.1661
14.7825,6.7725,0.1654,0.1654
14.8050,6.7725,0.1650,0.1650
14.8275,6.7725,0.1650,0.1650
14.8500,6.7725,0.1650,0.1650
14.8725,6.7725,0.1650,0.1650
14.8950,6.7725,0.1650,0.1650
14.9175,6.7612,0.1687,0.1687
14.9400,6.7612,0.1687,0.1687
14.9625,6.7612,0.1687,0.1687
14.9850,6.7500,0.1684,0.1684
15.0075,6.7500,0.1701,0.1701
15.0300,6.7500,0.1714,0.1714
15.0525,6.7500,0.1725,0.1725
15.0750,6.7387,0.1702,0.1702
15.0975,6.7387,0.1714,0.1714
15.1200,6.7275,0.1687,0.1687
15.1425,6.7275,0.1687,0.1687
15.1650,6.7275,0.1687,0.1687
15.1875,6.7275,0.1687,0.1687
15.2100,6.7275,0.1687,0.1687
15.2325,6.7275,0.1687,0.1687
15.2550,6.7275,0.1687,0.1687
15.2775,6.7275,0.1687,0.1687
15.3000,6.7275,0.1687,0.1687
15.3225,6.7275,0.1687,0.1687
15.3450,6.7275,0.1687,0.1687
15.3675,6.7275,0.1687,0.1687
15.3900,6.7275,0.1687,0.1687
15.4125,6.7162,0.1684,0.1684
15.4350,6.7162,0.1701,0.1701
15.4575,6.7162,0.1714,0.1714
15.4800,6.7050,0.1708,0.1708
15.5025,6.7050,0.1696,0.1696
15.5250,6.6937,0.1687,0.1687
15.5475,6.6937,0.1687,0.1687
15.5700,6.6937,0.1677,0.1677
15.5925,6.6937,0.1665,0.1665
15.6150,6.6937,0.1657,0.1657
15.6375,6.6937,0.1652,0.1652
15.6600,6.6937,0.1650,0.1650
15.6825,6.6937,0.1650,0.1650
15.7050,6.6937,0.1650,0.1650
15.7275,6.6937,0.1650,0.1650
15.7500,6.6937,0.1650,0.1650
15.7725,6.6937,0.1650,0.1650
15.7950,6.6825,0.1684,0.1684
15.8175,6.6825,0.1687,0.1687
15.8400,6.6825,0.1687,0.1687
15.8625,6.6712,0.1708,0.1708
15.8850,6.6712,0.1725,0.1725
15.9075,6.6600,0.1687,0.1687
15.9300,6.6600,0.1687,0.1687
15.9525,6.6600,0.1687,0.1687
15.9750,6.6600,0.1687,0.1687
15.9975,6.6600,0.1684,0.1684
16.0200,6.6600,0.1671,0.1671
16.0425,6.6600,0.1661,0.1661
16.0650,6.6600,0.1654,0.1654
16.0875,6.6600,0.1650,0.1650
16.1100,6.6600,0.1650,0.1650
16.1325,6.6600,0.1650,0.1650
16.1550,6.6600,0.1650,0.1650
16.1775,6.6487,0.1684,0.1684
16.2000,6.6487,0.1687,0.1687
16.2225,6.6487,0.1687,0.1687
16.2450,6.6487,0.1687,0.1687
16.2675,6.6375,0.1684,0.1684
16.2900,6.6375,0.1685,0.1685
16.3125,6.6375,0.1664,0.1664
16.3350,6.6262,0.1684,0.1684
16.3575,6.6262,0.1671,0.1671
16.3800,6.6150,0.1687,0.1687
16.4025,6.6150,0.1687,0.1687
16.4250,6.6150,0.1687,0.1687
16.4475,6.6150,0.1687,0.1687
16.4700,6.6150,0.1687,0.1687
16.4925,6.6150,0.1687,0.1687
16.5150,6.6150,0.1687,0.1687
16.5375,6.6150,0.1687,0.1687
16.5600,6.6150,0.1687,0.1687
16.5825,6.6150,0.1687,0.1687
16.6050,6.6150,0.1687,0.1687
16.6275,6.6150,0.1687,0.1687
16.6500,6.6150,0.1687,0.1687
16.6725,6.6150,0.1687,0.1687
16.6950,6.6150,0.1687,0.1687
16.7175,6.6150,0.1687,0.1687
16.7400,6.6150,0.1687,0.1687
16.7625,6.6150,0.1687,0.1687
16.7850,6.6150,0.1687,0.1687
16.8075,6.6150,0.1687,0.1687
16.8300,6.6150,0.1687,0.1687
16.8525,6.6150,0.1687,0.1687
16.8750,6.6150,0.1687,0.1687
16.8975,6.6150,0.1687,0.1687
16.9200,6.6262,0.1652,0.1652
16.9425,6.6262,0.1657,0.1657
16.9650,6.6262,0.1665,0.1665
16.9875,6.6375,0.1640,0.1640
17.0100,6.6375,0.1656,0.1656
17.0325,6.6487,0.1638,0.1638
17.0550,6.6487,0.1650,0.1650
17.0775,6.6600,0.1650,0.1650
17.1000,6.6712,0.1645,0.1645
17.1225,6.6825,0.1644,0.1644
17.1450,6.6937,0.1647,0.1647
17.1675,6.7162,0.1622,0.1622
17.1900,6.7275,0.1635,0.1635
17.2125,6.7387,0.1644,0.1644
17.2350,6.7612,0.1622,0.1622
17.2575,6.7725,0.1635,0.1635
17.2800,6.7950,0.1622,0.1622
17.3025,6.8062,0.1635,0.1635
17.3250,6.8287,0.1623,0.1623
17.3475,6.8512,0.1618,0.1618
17.3700,6.8737,0.1619,0.1619
17.3925,6.8962,0.1628,0.1628
17.4150,6.9188,0.1644,0.1644
17.4375,6.9413,0.1644,0.1644
17.4488,6.9638,0.1618,0.1618
17.4712,6.9863,0.1619,0.1619
17.4937,7.0088,0.1605,0.1605
17.5162,7.0312,0.1595,0.1595
17.5388,7.0537,0.1591,0.1591
17.5500,7.0762,0.1613,0.1613
17.5725,7.0987,0.1618,0.1618
17.5950,7.1212,0.1610,0.1610
17.6062,7.1437,0.1614,0.1614
17.6288,7.1662,0.1591,0.1591
17.6400,7.1887,0.1605,0.1605
17.6625,7.2112,0.1595,0.1595
17.6850,7.2337,0.1591,0.1591
17.7075,7.2562,0.1592,0.1592
17.7300,7.2787,0.1595,0.1595
17.7525,7.3012,0.1591,0.1591
17.7637,7.3237,0.1618,0.1618
17.7862,7.3462,0.1618,0.1618
17.8087,7.3687,0.1618,0.1618
17.8313,7.3912,0.1618,0.1618
17.8537,7.4137,0.1619,0.1619
17.8762,7.4362,0.1618,0.1618
17.8987,7.4587,0.1618,0.1618
17.9213,7.4812,0.1618,0.1618
17.9437,7.5038,0.1623,0.1623
17.9662,7.5263,0.1635,0.1635
17.9887,7.5488,0.1623,0.1623
18.0113,7.5713,0.1618,0.1618
18.0337,7.5825,0.1644,0.1644
18.0562,7.5938,0.1658,0.1658
18.0787,7.6050,0.1644,0.1644
18.1013,7.6275,0.1644,0.1644
18.1237,7.6387,0.1647,0.1647
18.1462,7.6500,0.1645,0.1645
18.1687,7.6612,0.1644,0.1644
18.1913,7.6725,0.1647,0.1647
18.2138,7.6837,0.1645,0.1645
18.2362,7.6950,0.1644,0.1644
18.2587,7.7062,0.1644,0.1644
18.2812,7.7175,0.1647,0.1647
18.3038,7.7287,0.1645,0.1645
18.3262,7.7400,0.1644,0.1644
18.3487,7.7512,0.1637,0.1637
18.3712,7.7512,0.1649,0.1649
18.3938,7.7625,0.1661,0.1661
18.4162,7.7625,0.1647,0.1647
18.4387,7.7737,0.1664,0.1664
18.4612,7.7737,0.1661,0.1661
18.4838,7.7850,0.1672,0.1672
18.5062,7.7850,0.1684,0.1684
18.5287,7.7962,0.1671,0.1671
18.5512,7.8075,0.1647,0.1647
18.5738,7.8075,0.1664,0.1664
18.5962,7.8075,0.1677,0.1677
18.6187,7.8187,0.1656,0.1656
18.6412,7.8187,0.1674,0.1674
18.6638,7.8187,0.1687,0.1687
18.6862,7.8187,0.1687,0.1687
18.7087,7.8187,0.1687,0.1687
18.7312,7.8187,0.1687,0.1687
18.7538,7.8187,0.1687,0.1687
18.7763,7.8187,0.1687,0.1687
18.7987,7.8187,0.1687,0.1687
18.8212,7.8187,0.1674,0.1674
18.8438,7.8187,0.1656,0.1656
18.8663,7.8075,0.1677,0.1677
18.8887,7.8075,0.1665,0.1665
18.9112,7.8075,0.1657,0.1657
18.9337,7.7962,0.1684,0.1684
18.9563,7.7850,0.1657,0.1657
18.9787,7.7850,0.1665,0.1665
19.0012,7.7850,0.1649,0.1649
19.0237,7.7737,0.1656,0.1656
19.0463,7.7737,0.1644,0.1644
19.0687,7.7625,0.1645,0.1645
19.0912,7.7512,0.1650,0.1650
19.1137,7.7400,0.1645,0.1645
19.1363,7.7400,0.1638,0.1638
19.1587,7.7287,0.1656,0.1656
19.1812,7.7287,0.1640,0.1640
19.2037,7.7175,0.1647,0.1647
19.2263,7.7062,0.1644,0.1644
19.2487,7.6950,0.1644,0.1644
19.2712,7.6837,0.1645,0.1645
19.2937,7.6725,0.1647,0.1647
19.3163,7.6500,0.1644,0.1644
19.3388,7.6387,0.1658,0.1658
19.3612,7.6275,0.1658,0.1658
19.3837,7.6162,0.1644,0.1644
19.4062,7.6050,0.1634,0.1634
19.4288,7.5825,0.1647,0.1647
19.4512,7.5600,0.1635,0.1635
19.4737,7.5488,0.1644,0.1644
19.4962,7.5263,0.1644,0.1644
19.5188,7.5038,0.1644,0.1644
19.5412,7.4812,0.1644,0.1644
19.5637,7.4587,0.1645,0.1645
19.5862,7.4362,0.1644,0.1644
19.6088,7.4137,0.1644,0.1644
19.6200,7.3912,0.1618,0.1618
19.6425,7.3687,0.1618,0.1618
19.6650,7.3462,0.1618,0.1618
19.6762,7.3237,0.1595,0.1595
19.6988,7.3012,0.1605,0.1605
19.7212,7.2787,0.1605,0.1605
19.7325,7.2562,0.1614,0.1614
19.7550,7.2337,0.1591,0.1591
19.7550,7.2112,0.1611,0.1611
19.7662,7.1887,0.1614,0.1614
19.7888,7.1662,0.1610,0.1610
19.8000,7.1437,0.1614,0.1614
19.8112,7.1212,0.1622,0.1622
19.8112,7.0987,0.1614,0.1614
19.8225,7.0762,0.1610,0.1610
19.8337,7.0537,0.1611,0.1611
19.8450,7.0312,0.1616,0.1616
19.8562,7.0088,0.1611,0.1611
19.8675,6.9863,0.1610,0.1610
19.8675,6.9638,0.1619,0.1619
19.8788,6.9413,0.1640,0.1640
19.8900,6.9188,0.1628,0.1628
19.8900,6.8962,0.1625,0.1625
19.9013,6.8737,0.1628,0.1628
19.9013,6.8512,0.1619,0.1619
19.9125,6.8287,0.1637,0.1637
19.9237,6.8062,0.1616,0.1616
19.9237,6.7837,0.1623,0.1623
19.9237,6.7612,0.1634,0.1634
19.9237,6.7387,0.1647,0.1647
19.9237,6.7162,0.1650,0.1650
19.9237,6.6937,0.1650,0.1650
19.9350,6.6712,0.1672,0.1672
19.9350,6.6487,0.1687,0.1687
19.9350,6.6262,0.1687,0.1687
19.9350,6.6037,0.1687,0.1687
19.9350,6.5812,0.1687,0.1687
19.9350,6.5587,0.1672,0.1672
19.9237,6.5362,0.1650,0.1650
19.9237,6.5137,0.1650,0.1650
19.9237,6.4912,0.1638,0.1638
19.9237,6.4688,0.1619,0.1619
19.9237,6.4463,0.1603,0.1603
19.9125,6.4238,0.1613,0.1613
19.9125,6.4013,0.1613,0.1613
19.9125,6.3788,0.1614,0.1614
19.9125,6.3563,0.1613,0.1613
19.9125,6.3337,0.1613,0.1613
19.9013,6.3112,0.1611,0.1611
19.9013,6.2887,0.1613,0.1613
19.8900,6.2662,0.1613,0.1613
19.8900,6.2437,0.1611,0.1611
19.8788,6.2212,0.1616,0.1616
19.8675,6.1987,0.1625,0.1625
19.8562,6.1762,0.1628,0.1628
19.8450,6.1537,0.1630,0.1630
19.8337,6.1312,0.1627,0.1627
19.8337,6.1087,0.1625,0.1625
19.8225,6.0862,0.1637,0.1637
19.8112,6.0637,0.1644,0.1644
19.8000,6.0412,0.1645,0.1645
19.7888,6.0187,0.1650,0.1650
19.7775,5.9962,0.1660,0.1660
19.7662,5.9737,0.1661,0.1661
19.7550,5.9512,0.1654,0.1654
19.7437,5.9287,0.1644,0.1644
19.7212,5.9062,0.1644,0.1644
19.6988,5.8838,0.1628,0.1628
19.6875,5.8613,0.1647,0.1647
19.6762,5.8388,0.1644,0.1644
19.6537,5.8163,0.1647,0.1647
19.6312,5.7938,0.1658,0.1658
19.6088,5.7713,0.1647,0.1647
19.5862,5.7487,0.1644,0.1644
19.5637,5.7262,0.1647,0.1647
19.5525,5.7037,0.1671,0.1671
19.5300,5.6812,0.1676,0.1676
19.5075,5.6700,0.1671,0.1671
19.4850,5.6475,0.1672,0.1672
19.4625,5.6362,0.1652,0.1652
19.4400,5.6137,0.1665,0.1665
19.4175,5.6025,0.1654,0.1654
19.3950,5.5800,0.1676,0.1676
19.3725,5.5687,0.1677,0.1677
19.3500,5.5575,0.1679,0.1679
19.3275,5.5462,0.1677,0.1677
19.3050,5.5350,0.1677,0.1677
19.2825,5.5237,0.1679,0.1679
19.2600,5.5125,0.1679,0.1679
19.2375,5.5012,0.1677,0.1677
19.2150,5.5012,0.1674,0.1674
19.1925,5.5012,0.1656,0.1656
19.1700,5.4900,0.1677,0.1677
19.1475,5.4787,0.1684,0.1684
19.1250,5.4675,0.1664,0.1664
19.1025,5.4675,0.1672,0.1672
19.0800,5.4562,0.1672,0.1672
19.0575,5.4562,0.1661,0.1661
19.0350,5.4450,0.1664,0.1664
19.0125,5.4337,0.1665,0.1665
18.9900,5.4337,0.1649,0.1649
18.9675,5.4225,0.1656,0.1656
18.9450,5.4225,0.1647,0.1647
18.9225,5.4225,0.1634,0.1634
18.9000,5.4112,0.1661,0.1661
18.8775,5.4112,0.1654,0.1654
18.8550,5.4112,0.1650,0.1650
18.8325,5.4112,0.1650,0.1650
18.8100,5.4112,0.1650,0.1650
18.7875,5.4000,0.1687,0.1687
18.7650,5.4000,0.1672,0.1672
18.7425,5.3887,0.1685,0.1685
18.7200,5.3887,0.1664,0.1664
18.6975,5.3887,0.1647,0.1647
18.6750,5.3775,0.1671,0.1671
18.6525,5.3662,0.1687,0.1687
18.6300,5.3662,0.1687,0.1687
18.6075,5.3662,0.1687,0.1687
18.5850,5.3662,0.1687,0.1687
18.5625,5.3662,0.1687,0.1687
18.5400,5.3662,0.1687,0.1687
18.5175,5.3662,0.1687,0.1687
18.4950,5.3662,0.1687,0.1687
18.4725,5.3662,0.1687,0.1687
18.4500,5.3662,0.1687,0.1687
18.4275,5.3662,0.1687,0.1687
18.4050,5.3662,0.1687,0.1687
18.3825,5.3662,0.1687,0.1687
18.3600,5.3550,0.1692,0.1692
18.3375,5.3550,0.1710,0.1710
18.3150,5.3550,0.1725,0.1725
18.2925,5.3550,0.1721,0.1721
18.2700,5.3438,0.1725,0.1725
18.2475,5.3325,0.1687,0.1687
18.2250,5.3325,0.1687,0.1687
18.2025,5.3325,0.1687,0.1687
18.1800,5.3325,0.1687,0.1687
18.1575,5.3325,0.1687,0.1687
18.1350,5.3325,0.1677,0.1677
18.1125,5.3325,0.1665,0.1665
18.0900,5.3325,0.1657,0.1657
18.0675,5.3325,0.1652,0.1652
18.0450,5.3325,0.1650,0.1650
18.0225,5.3325,0.1650,0.1650
18.0000,5.3325,0.1650,0.1650
17.9775,5.3325,0.1650,0.1650
17.9550,5.3325,0.1650,0.1650
17.9325,5.3325,0.1650,0.1650
17.9100,5.3325,0.1650,0.1650
17.8875,5.3325,0.1650,0.1650
17.8650,5.3325,0.1650,0.1650
17.8425,5.3325,0.1650,0.1650
17.8200,5.3213,0.1684,0.1684
17.7975,5.3213,0.1687,0.1687
17.7750,5.3213,0.1687,0.1687
17.7525,5.3100,0.1708,0.1708
17.7300,5.3100,0.1725,0.1725
17.7075,5.3100,0.1725,0.1725
17.6850,5.3100,0.1725,0.1725
17.6625,5.2988,0.1687,0.1687
17.6400,5.2988,0.1687,0.1687
17.6175,5.2988,0.1687,0.1687
17.5950,5.2988,0.1687,0.1687
17.5725,5.2988,0.1687,0.1687
17.5500,5.2988,0.1677,0.1677
17.5275,5.2988,0.1665,0.1665
17.5050,5.2988,0.1657,0.1657
17.4825,5.2988,0.1652,0.1652
17.4600,5.2988,0.1650,0.1650
17.4375,5.2988,0.1650,0.1650
17.4150,5.2988,0.1650,0.1650
17.3925,5.2988,0.1650,0.1650
17.3700,5.2988,0.1650,0.1650
17.3475,5.2988,0.1650,0.1650
17.3250,5.2988,0.1650,0.1650
17.3025,5.2875,0.1687,0.1687
17.2800,5.2875,0.1687,0.1687
17.2575,5.2875,0.1687,0.1687
17.2350,5.2763,0.1710,0.1710
17.2125,5.2763,0.1725,0.1725
17.1900,5.2763,0.1725,0.1725
17.1675,5.2763,0.1725,0.1725
17.1450,5.2763,0.1725,0.1725
17.1225,5.2763,0.1725,0.1725
17.1000,5.2650,0.1725,0.1725
17.0775,5.2650,0.1725,0.1725
17.0550,5.2538,0.1687,0.1687
17.0325,5.2538,0.1687,0.1687
17.0100,5.2538,0.1687,0.1687
16.9875,5.2538,0.1687,0.1687
16.9650,5.2538,0.1687,0.1687
16.9425,5.2538,0.1687,0.1687
16.9200,5.2538,0.1687,0.1687
16.8975,5.2538,0.1687,0.1687
16.8750,5.2538,0.1687,0.1687
16.8525,5.2538,0.1687,0.1687
16.8300,5.2538,0.1687,0.1687
16.8075,5.2538,0.1687,0.1687
16.7850,5.2538,0.1687,0.1687
16.7625,5.2425,0.1684,0.1684
16.7400,5.2425,0.1694,0.1694
16.7175,5.2425,0.1702,0.1702
16.6950,5.2425,0.1714,0.1714
16.6725,5.2425,0.1725,0.1725
16.6500,5.2425,0.1725,0.1725
16.6275,5.2425,0.1721,0.1721
16.6050,5.2313,0.1725,0.1725
16.5825,5.2313,0.1725,0.1725
16.5600,5.2313,0.1725,0.1725
16.5375,5.2313,0.1721,0.1721
16.5150,5.2200,0.1687,0.1687
16.4925,5.2200,0.1687,0.1687
16.4700,5.2200,0.1687,0.1687
16.4475,5.2200,0.1687,0.1687
16.4250,5.2200,0.1687,0.1687
16.4025,5.2200,0.1687,0.1687
16.3800,5.2200,0.1677,0.1677
16.3575,5.2200,0.1665,0.1665
16.3350,5.2200,0.1657,0.1657
16.3125,5.2200,0.1652,0.1652
16.2900,5.2200,0.1650,0.1650
16.2675,5.2200,0.1650,0.1650
16.2450,5.2200,0.1650,0.1650
16.2225,5.2200,0.1650,0.1650
16.2000,5.2200,0.1650,0.1650
16.1775,5.2088,0.1687,0.1687
16.1550,5.2088,0.1687,0.1687
16.1325,5.2088,0.1687,0.1687
16.1100,5.1975,0.1721,0.1721
16.0875,5.1863,0.1687,0.1687
16.0650,5.1863,0.1687,0.1687
16.0425,5.1863,0.1687,0.1687
16.0200,5.1863,0.1688,0.1688
15.9975,5.1863,0.1677,0.1677
15.9750,5.1863,0.1665,0.1665
15.9525,5.1863,0.1657,0.1657
15.9300,5.1863,0.1652,0.1652
15.9075,5.1863,0.1650,0.1650
15.8850,5.1863,0.1650,0.1650
15.8625,5.1863,0.1650,0.1650
15.8400,5.1863,0.1650,0.1650
15.8175,5.1863,0.1650,0.1650
15.7950,5.1863,0.1650,0.1650
15.7725,5.1863,0.1650,0.1650
15.7500,5.1863,0.1650,0.1650
15.7275,5.1863,0.1650,0.1650
15.7050,5.1863,0.1650,0.1650
15.6825,5.1863,0.1650,0.1650
15.6600,5.1750,0.1687,0.1687
15.6375,5.1750,0.1687,0.1687
15.6150,5.1750,0.1687,0.1687
15.5925,5.1637,0.1721,0.1721
15.5700,5.1637,0.1725,0.1725
15.5475,5.1637,0.1725,0.1725
15.5250,5.1525,0.1725,0.1725
15.5025,5.1525,0.1725,0.1725
15.4800,5.1412,0.1687,0.1687
15.4575,5.1412,0.1687,0.1687
15.4350,5.1412,0.1687,0.1687
15.4125,5.1412,0.1687,0.1687
15.3900,5.1412,0.1687,0.1687
15.3675,5.1412,0.1687,0.1687
15.3450,5.1412,0.1687,0.1687
15.3225,5.1412,0.1687,0.1687
15.3000,5.1412,0.1687,0.1687
15.2775,5.1412,0.1687,0.1687
15.2550,5.1412,0.1687,0.1687
15.2325,5.1412,0.1687,0.1687
15.2100,5.1412,0.1687,0.1687
15.1875,5.1412,0.1687,0.1687
15.1650,5.1412,0.1687,0.1687
15.1425,5.1412,0.1687,0.1687
15.1200,5.1300,0.1684,0.1684
15.0975,5.1300,0.1701,0.1701
15.0750,5.1300,0.1721,0.1721
15.0525,5.1300,0.1721,0.1721
15.0300,5.1187,0.1725,0.1725
15.0075,5.1187,0.1725,0.1725
14.9850,5.1187,0.1725,0.1725
14.9625,5.1187,0.1725,0.1725
14.9400,5.1075,0.1687,0.1687
14.9175,5.1075,0.1687,0.1687
14.8950,5.1075,0.1687,0.1687
14.8725,5.1075,0.1687,0.1687
14.8500,5.1075,0.1677,0.1677
14.8275,5.1075,0.1665,0.1665
14.8050,5.1075,0.1657,0.1657
14.7825,5.1075,0.1652,0.1652
14.7600,5.1075,0.1650,0.1650
14.7375,5.1075,0.1650,0.1650
14.7150,5.1075,0.1650,0.1650
14.6925,5.1075,0.1650,0.1650
14.6700,5.1075,0.1650,0.1650
14.6475,5.1075,0.1650,0.1650
14.6250,5.1075,0.1650,0.1650
14.6025,5.1075,0.1650,0.1650
14.5800,5.1075,0.1650,0.1650
14.5575,5.0962,0.1687,0.1687
14.5350,5.0962,0.1687,0.1687
14.5125,5.0962,0.1687,0.1687
14.4900,5.0850,0.1721,0.1721
14.4675,5.0850,0.1725,0.1725
14.4450,5.0737,0.1702,0.1702
14.4225,5.0737,0.1695,0.1695
14.4000,5.0625,0.1687,0.1687
14.3775,5.0625,0.1672,0.1672
14.3550,5.0512,0.1650,0.1650
14.3325,5.0512,0.1650,0.1650
14.3100,5.0512,0.1647,0.1647
14.2875,5.0512,0.1634,0.1634
14.2650,5.0512,0.1623,0.1623
14.2425,5.0512,0.1616,0.1616
14.2200,5.0512,0.1613,0.1613
14.1975,5.0512,0.1613,0.1613
14.1750,5.0512,0.1613,0.1613
14.1525,5.0512,0.1613,0.1613
14.1300,5.0512,0.1613,0.1613
14.1075,5.0512,0.1613,0.1613
14.0850,5.0400,0.1650,0.1650
14.0625,5.0400,0.1650,0.1650
14.0400,5.0400,0.1650,0.1650
14.0175,5.0400,0.1650,0.1650
13.9950,5.0400,0.1650,0.1650
13.9725,5.0287,0.1687,0.1687
13.9500,5.0287,0.1687,0.1687
13.9275,5.0287,0.1687,0.1687
13.9050,5.0287,0.1687,0.1687
13.8825,5.0287,0.1687,0.1687
13.8600,5.0287,0.1687,0.1687
13.8375,5.0287,0.1687,0.1687
13.8150,5.0287,0.1687,0.1687
13.7925,5.0287,0.1687,0.1687
13.7700,5.0287,0.1687,0.1687
13.7475,5.0287,0.1687,0.1687
13.7250,5.0287,0.1687,0.1687
13.7025,5.0287,0.1687,0.1687
13.6800,5.0287,0.1687,0.1687
13.6575,5.0287,0.1687,0.1687
13.6350,5.0287,0.1687,0.1687
13.6125,5.0287,0.1687,0.1687
13.5900,5.0287,0.1687,0.1687
13.5675,5.0287,0.1677,0.1677
13.5450,5.0175,0.1684,0.1684
13.5225,5.0175,0.1694,0.1694
13.5000,5.0175,0.1689,0.1689
13.4775,5.0062,0.1708,0.1708
13.4550,5.0062,0.1725,0.1725
13.4325,5.0062,0.1725,0.1725
13.4100,4.9950,0.1687,0.1687
13.3875,4.9950,0.1687,0.1687
13.3650,4.9950,0.1687,0.1687
13.3425,4.9950,0.1687,0.1687
13.3200,4.9950,0.1684,0.1684
13.2975,4.9950,0.1671,0.1671
13.2750,4.9950,0.1661,0.1661
13.2525,4.9950,0.1654,0.1654
13.2300,4.9950,0.1650,0.1650
13.2075,4.9950,0.1650,0.1650
13.1850,4.9950,0.1650,0.1650
13.1625,4.9950,0.1650,0.1650
13.1400,4.9950,0.1650,0.1650
13.1175,4.9950,0.1650,0.1650
13.0950,4.9837,0.1684,0.1684
13.0725,4.9837,0.1687,0.1687
13.0500,4.9837,0.1687,0.1687
13.0275,4.9725,0.1708,0.1708
13.0050,4.9725,0.1696,0.1696
12.9825,4.9612,0.1710,0.1710
12.9600,4.9500,0.1687,0.1687
12.9375,4.9500,0.1687,0.1687
12.9150,4.9500,0.1687,0.1687
12.8925,4.9500,0.1687,0.1687
12.8700,4.9500,0.1688,0.1688
12.8475,4.9500,0.1679,0.1679
12.8250,4.9387,0.1661,0.1661
12.8025,4.9387,0.1660,0.1660
12.7800,4.9275,0.1647,0.1647
12.7575,4.9275,0.1656,0.1656
12.7350,4.9275,0.1640,0.1640
12.7125,4.9162,0.1665,0.1665
12.6900,4.9162,0.1657,0.1657
12.6675,4.9050,0.1661,0.1661
12.6450,4.8825,0.1661,0.1661
12.6225,4.8825,0.1652,0.1652
12.6000,4.8712,0.1635,0.1635
12.5775,4.8487,0.1654,0.1654
12.5550,4.8375,0.1647,0.1647
12.5325,4.8150,0.1644,0.1644
12.5100,4.8037,0.1658,0.1658
12.4875,4.7925,0.1675,0.1675
12.4650,4.7700,0.1658,0.1658
12.4425,4.7475,0.1647,0.1647
12.4200,4.7363,0.1671,0.1671
12.3975,4.7138,0.1671,0.1671
12.3750,4.6913,0.1671,0.1671
12.3637,4.6688,0.1644,0.1644
12.3412,4.6463,0.1644,0.1644
12.3300,4.6238,0.1619,0.1619
12.3075,4.6012,0.1628,0.1628
12.2850,4.5787,0.1644,0.1644
12.2625,4.5562,0.1644,0.1644
12.2512,4.5337,0.1619,0.1619
12.2400,4.5112,0.1599,0.1599
12.2175,4.4887,0.1613,0.1613
12.2062,4.4662,0.1602,0.1602
12.1837,4.4437,0.1628,0.1628
12.1725,4.4212,0.1627,0.1627
12.1612,4.3987,0.1627,0.1627
12.1500,4.3762,0.1627,0.1627
12.1387,4.3537,0.1625,0.1625
12.1387,4.3312,0.1628,0.1628
12.1275,4.3087,0.1645,0.1645
12.1162,4.2862,0.1628,0.1628
12.1162,4.2637,0.1625,0.1625
12.1050,4.2412,0.1637,0.1637
12.1050,4.2188,0.1619,0.1619
12.0938,4.1963,0.1640,0.1640
12.0938,4.1738,0.1628,0.1628
12.0938,4.1513,0.1619,0.1619
12.0938,4.1288,0.1614,0.1614
12.0825,4.1063,0.1647,0.1647
12.0825,4.0838,0.1634,0.1634
12.0825,4.0613,0.1623,0.1623
12.0712,4.0388,0.1654,0.1654
12.0712,4.0162,0.1650,0.1650
12.0712,3.9937,0.1650,0.1650
12.0712,3.9712,0.1650,0.1650
12.0712,3.9487,0.1650,0.1650
12.0712,3.9263,0.1650,0.1650
12.0712,3.9038,0.1650,0.1650
12.0712,3.8812,0.1650,0.1650
12.0712,3.8587,0.1650,0.1650
12.0712,3.8362,0.1650,0.1650
12.0712,3.8137,0.1650,0.1650
12.0825,3.7912,0.1616,0.1616
12.0825,3.7687,0.1623,0.1623
12.0825,3.7462,0.1634,0.1634
12.0938,3.7237,0.1611,0.1611
12.0938,3.7012,0.1614,0.1614
12.0938,3.6787,0.1619,0.1619
12.1050,3.6562,0.1591,0.1591
12.1050,3.6338,0.1603,0.1603
12.1162,3.6113,0.1583,0.1583
12.1162,3.5887,0.1602,0.1602
12.1275,3.5662,0.1589,0.1589
12.1387,3.5437,0.1581,0.1581
12.1500,3.5212,0.1577,0.1577
12.1500,3.4987,0.1610,0.1610
12.1612,3.4762,0.1614,0.1614
12.1837,3.4537,0.1591,0.1591
12.1837,3.4312,0.1635,0.1635
12.1950,3.4087,0.1644,0.1644
12.2175,3.3862,0.1610,0.1610
12.2287,3.3638,0.1614,0.1614
12.2400,3.3413,0.1599,0.1599
12.2625,3.3188,0.1605,0.1605
12.2850,3.2962,0.1595,0.1595
