# x_m,y_m,w_tr_right_m,w_tr_left_m
16.5150,6.6150,0.1687,0.1687
16.5263,6.6150,0.1687,0.1687
16.5375,6.6150,0.1687,0.1687
16.5487,6.6150,0.1687,0.1687
16.5600,6.6150,0.1687,0.1687
16.5712,6.6150,0.1687,0.1687
16.5825,6.6150,0.1687,0.1687
16.5938,6.6150,0.1687,0.1687
16.6050,6.6150,0.1687,0.1687
16.6163,6.6150,0.1687,0.1687
16.6275,6.6150,0.1687,0.1687
16.6387,6.6150,0.1687,0.1687
16.6500,6.6150,0.1687,0.1687
16.6612,6.6150,0.1687,0.1687
16.6725,6.6150,0.1687,0.1687
16.6837,6.6150,0.1687,0.1687
16.6950,6.6150,0.1687,0.1687
16.7063,6.6150,0.1687,0.1687
16.7175,6.6150,0.1687,0.1687
16.7287,6.6150,0.1687,0.1687
16.7400,6.6150,0.1687,0.1687
16.7512,6.6150,0.1687,0.1687
16.7625,6.6150,0.1687,0.1687
16.7737,6.6150,0.1687,0.1687
16.7850,6.6150,0.1687,0.1687
16.7963,6.6150,0.1687,0.1687
16.8075,6.6150,0.1687,0.1687
16.8187,6.6150,0.1687,0.1687
16.8300,6.6150,0.1687,0.1687
16.8412,6.6150,0.1687,0.1687
16.8525,6.6150,0.1687,0.1687
16.8637,6.6150,0.1687,0.1687
16.8750,6.6150,0.1687,0.1687
16.8863,6.6150,0.1687,0.1687
16.8975,6.6150,0.1687,0.1687
16.9087,6.6150,0.1687,0.1687
16.9200,6.6262,0.1652,0.1652
16.9312,6.6262,0.1654,0.1654
16.9425,6.6262,0.1657,0.1657
16.9537,6.6262,0.1661,0.1661
16.9650,6.6262,0.1665,0.1665
16.9763,6.6262,0.1671,0.1671
16.9875,6.6375,0.1640,0.1640
16.9988,6.6375,0.1647,0.1647
17.0100,6.6375,0.1656,0.1656
17.0212,6.6487,0.1628,0.1628
17.0325,6.6487,0.1638,0.1638
17.0437,6.6487,0.1649,0.1649
17.0550,6.6487,0.1650,0.1650
17.0663,6.6600,0.1637,0.1637
17.0775,6.6600,0.1650,0.1650
17.0888,6.6600,0.1644,0.1644
17.1000,6.6712,0.1645,0.1645
17.1112,6.6712,0.1644,0.1644
17.1225,6.6825,0.1644,0.1644
17.1337,6.6937,0.1628,0.1628
17.1450,6.6937,0.1647,0.1647
17.1562,6.7050,0.1634,0.1634
17.1675,6.7162,0.1622,0.1622
17.1788,6.7162,0.1644,0.1644
17.1900,6.7275,0.1635,0.1635
17.2012,6.7387,0.1628,0.1628
17.2125,6.7387,0.1644,0.1644
17.2237,6.7500,0.1634,0.1634
17.2350,6.7612,0.1622,0.1622
17.2462,6.7725,0.1613,0.1613
17.2575,6.7725,0.1635,0.1635
17.2688,6.7837,0.1628,0.1628
17.2800,6.7950,0.1622,0.1622
17.2912,6.7950,0.1644,0.1644
17.3025,6.8062,0.1635,0.1635
17.3137,6.8175,0.1628,0.1628
17.3250,6.8287,0.1623,0.1623
17.3362,6.8400,0.1619,0.1619
17.3475,6.8512,0.1618,0.1618
17.3588,6.8625,0.1618,0.1618
17.3700,6.8737,0.1619,0.1619
17.3812,6.8850,0.1623,0.1623
17.3925,6.8962,0.1628,0.1628
17.4037,6.9075,0.1635,0.1635
17.4150,6.9188,0.1644,0.1644
17.4262,6.9300,0.1644,0.1644
17.4375,6.9413,0.1644,0.1644
17.4375,6.9525,0.1618,0.1618
17.4488,6.9638,0.1618,0.1618
17.4600,6.9750,0.1618,0.1618
17.4712,6.9863,0.1619,0.1619
17.4825,6.9975,0.1613,0.1613
17.4937,7.0088,0.1605,0.1605
17.5050,7.0200,0.1599,0.1599
17.5162,7.0312,0.1595,0.1595
17.5275,7.0425,0.1592,0.1592
17.5388,7.0537,0.1591,0.1591
17.5500,7.0650,0.1592,0.1592
17.5500,7.0762,0.1613,0.1613
17.5612,7.0875,0.1618,0.1618
17.5725,7.0987,0.1618,0.1618
17.5837,7.1100,0.1619,0.1619
17.5950,7.1212,0.1610,0.1610
17.5950,7.1325,0.1622,0.1622
17.6062,7.1437,0.1614,0.1614
17.6175,7.1550,0.1602,0.1602
17.6288,7.1662,0.1591,0.1591
17.6288,7.1775,0.1613,0.1613
17.6400,7.1887,0.1605,0.1605
17.6513,7.2000,0.1599,0.1599
17.6625,7.2112,0.1595,0.1595
17.6737,7.2225,0.1592,0.1592
17.6850,7.2337,0.1591,0.1591
17.6962,7.2450,0.1591,0.1591
17.7075,7.2562,0.1592,0.1592
17.7188,7.2675,0.1595,0.1595
17.7300,7.2787,0.1595,0.1595
17.7413,7.2900,0.1592,0.1592
17.7525,7.3012,0.1591,0.1591
17.7525,7.3125,0.1618,0.1618
17.7637,7.3237,0.1618,0.1618
17.7750,7.3350,0.1619,0.1619
17.7862,7.3462,0.1618,0.1618
17.7975,7.3575,0.1618,0.1618
17.8087,7.3687,0.1618,0.1618
17.8200,7.3800,0.1618,0.1618
17.8313,7.3912,0.1618,0.1618
17.8425,7.4025,0.1618,0.1618
17.8537,7.4137,0.1619,0.1619
17.8650,7.4250,0.1618,0.1618
17.8762,7.4362,0.1618,0.1618
17.8875,7.4475,0.1618,0.1618
17.8987,7.4587,0.1618,0.1618
17.9100,7.4700,0.1618,0.1618
17.9213,7.4812,0.1618,0.1618
17.9325,7.4925,0.1619,0.1619
17.9437,7.5038,0.1623,0.1623
17.9550,7.5150,0.1628,0.1628
17.9662,7.5263,0.1635,0.1635
17.9775,7.5375,0.1628,0.1628
17.9887,7.5488,0.1623,0.1623
18.0000,7.5600,0.1619,0.1619
18.0113,7.5713,0.1618,0.1618
18.0225,7.5713,0.1644,0.1644
18.0337,7.5825,0.1644,0.1644
18.0450,7.5938,0.1635,0.1635
18.0562,7.5938,0.1658,0.1658
18.0675,7.6050,0.1647,0.1647
18.0787,7.6050,0.1644,0.1644
18.0900,7.6162,0.1654,0.1654
18.1013,7.6275,0.1644,0.1644
18.1125,7.6387,0.1628,0.1628
18.1237,7.6387,0.1647,0.1647
18.1350,7.6387,0.1644,0.1644
18.1462,7.6500,0.1645,0.1645
18.1575,7.6500,0.1644,0.1644
18.1687,7.6612,0.1644,0.1644
18.1800,7.6725,0.1628,0.1628
18.1913,7.6725,0.1647,0.1647
18.2025,7.6725,0.1647,0.1647
18.2138,7.6837,0.1645,0.1645
18.2250,7.6837,0.1644,0.1644
18.2362,7.6950,0.1644,0.1644
18.2475,7.6950,0.1645,0.1645
18.2587,7.7062,0.1644,0.1644
18.2700,7.7175,0.1628,0.1628
18.2812,7.7175,0.1647,0.1647
18.2925,7.7175,0.1644,0.1644
18.3038,7.7287,0.1645,0.1645
18.3150,7.7287,0.1645,0.1645
18.3262,7.7400,0.1644,0.1644
18.3375,7.7400,0.1650,0.1650
18.3487,7.7512,0.1637,0.1637
18.3600,7.7512,0.1650,0.1650
18.3712,7.7512,0.1649,0.1649
18.3825,7.7625,0.1645,0.1645
18.3938,7.7625,0.1661,0.1661
18.4050,7.7625,0.1656,0.1656
18.4162,7.7625,0.1647,0.1647
18.4275,7.7737,0.1656,0.1656
18.4387,7.7737,0.1664,0.1664
18.4500,7.7737,0.1665,0.1665
18.4612,7.7737,0.1661,0.1661
18.4725,7.7737,0.1657,0.1657
18.4838,7.7850,0.1672,0.1672
18.4950,7.7850,0.1685,0.1685
18.5062,7.7850,0.1684,0.1684
18.5175,7.7962,0.1665,0.1665
18.5287,7.7962,0.1671,0.1671
18.5400,7.7962,0.1677,0.1677
18.5512,7.8075,0.1647,0.1647
18.5625,7.8075,0.1656,0.1656
18.5738,7.8075,0.1664,0.1664
18.5850,7.8075,0.1671,0.1671
18.5962,7.8075,0.1677,0.1677
18.6075,7.8075,0.1671,0.1671
18.6187,7.8187,0.1656,0.1656
18.6300,7.8187,0.1664,0.1664
18.6412,7.8187,0.1674,0.1674
18.6525,7.8187,0.1685,0.1685
18.6638,7.8187,0.1687,0.1687
18.6750,7.8187,0.1687,0.1687
18.6862,7.8187,0.1687,0.1687
18.6975,7.8187,0.1687,0.1687
18.7087,7.8187,0.1687,0.1687
18.7200,7.8187,0.1687,0.1687
18.7312,7.8187,0.1687,0.1687
18.7425,7.8187,0.1687,0.1687
18.7538,7.8187,0.1687,0.1687
18.7650,7.8187,0.1687,0.1687
18.7763,7.8187,0.1687,0.1687
18.7875,7.8187,0.1687,0.1687
18.7987,7.8187,0.1687,0.1687
18.8100,7.8187,0.1685,0.1685
18.8212,7.8187,0.1674,0.1674
18.8325,7.8187,0.1664,0.1664
18.8438,7.8187,0.1656,0.1656
18.8550,7.8075,0.1684,0.1684
18.8663,7.8075,0.1677,0.1677
18.8775,7.8075,0.1671,0.1671
18.8887,7.8075,0.1665,0.1665
18.9000,7.8075,0.1661,0.1661
18.9112,7.8075,0.1657,0.1657
18.9225,7.7962,0.1688,0.1688
18.9337,7.7962,0.1684,0.1684
18.9450,7.7962,0.1677,0.1677
18.9563,7.7850,0.1657,0.1657
18.9675,7.7850,0.1661,0.1661
18.9787,7.7850,0.1665,0.1665
18.9900,7.7850,0.1660,0.1660
19.0012,7.7850,0.1649,0.1649
19.0125,7.7737,0.1647,0.1647
19.0237,7.7737,0.1656,0.1656
19.0350,7.7737,0.1656,0.1656
19.0463,7.7737,0.1644,0.1644
19.0575,7.7625,0.1649,0.1649
19.0687,7.7625,0.1645,0.1645
19.0800,7.7512,0.1637,0.1637
19.0912,7.7512,0.1650,0.1650
19.1025,7.7512,0.1637,0.1637
19.1137,7.7400,0.1645,0.1645
19.1250,7.7400,0.1649,0.1649
19.1363,7.7400,0.1638,0.1638
19.1475,7.7400,0.1628,0.1628
19.1587,7.7287,0.1656,0.1656
19.1700,7.7287,0.1647,0.1647
19.1812,7.7287,0.1640,0.1640
19.1925,7.7175,0.1660,0.1660
19.2037,7.7175,0.1647,0.1647
19.2150,7.7175,0.1628,0.1628
19.2263,7.7062,0.1644,0.1644
19.2375,7.6950,0.1645,0.1645
19.2487,7.6950,0.1644,0.1644
19.2600,7.6837,0.1644,0.1644
19.2712,7.6837,0.1645,0.1645
19.2825,7.6725,0.1647,0.1647
19.2937,7.6725,0.1647,0.1647
19.3050,7.6612,0.1654,0.1654
19.3163,7.6500,0.1644,0.1644
19.3275,7.6387,0.1635,0.1635
19.3388,7.6387,0.1658,0.1658
19.3500,7.6387,0.1652,0.1652
19.3612,7.6275,0.1658,0.1658
19.3725,7.6275,0.1635,0.1635
19.3837,7.6162,0.1644,0.1644
19.3950,7.6050,0.1654,0.1654
19.4062,7.6050,0.1634,0.1634
19.4175,7.5938,0.1644,0.1644
19.4288,7.5825,0.1647,0.1647
19.4400,7.5713,0.1644,0.1644
19.4512,7.5600,0.1635,0.1635
19.4625,7.5600,0.1635,0.1635
19.4737,7.5488,0.1644,0.1644
19.4850,7.5375,0.1644,0.1644
19.4962,7.5263,0.1644,0.1644
19.5075,7.5150,0.1644,0.1644
19.5188,7.5038,0.1644,0.1644
19.5300,7.4925,0.1645,0.1645
19.5412,7.4812,0.1644,0.1644
19.5525,7.4700,0.1644,0.1644
19.5637,7.4587,0.1645,0.1645
19.5750,7.4475,0.1645,0.1645
19.5862,7.4362,0.1644,0.1644
19.5975,7.4250,0.1645,0.1645
19.6088,7.4137,0.1644,0.1644
19.6200,7.4025,0.1644,0.1644
19.6200,7.3912,0.1618,0.1618
19.6312,7.3800,0.1618,0.1618
19.6425,7.3687,0.1618,0.1618
19.6537,7.3575,0.1618,0.1618
19.6650,7.3462,0.1618,0.1618
19.6650,7.3350,0.1592,0.1592
19.6762,7.3237,0.1595,0.1595
19.6875,7.3125,0.1599,0.1599
19.6988,7.3012,0.1605,0.1605
19.7100,7.2900,0.1613,0.1613
19.7212,7.2787,0.1605,0.1605
19.7212,7.2675,0.1602,0.1602
19.7325,7.2562,0.1614,0.1614
19.7437,7.2450,0.1602,0.1602
19.7550,7.2337,0.1591,0.1591
19.7550,7.2225,0.1613,0.1613
19.7550,7.2112,0.1611,0.1611
19.7662,7.2000,0.1628,0.1628
19.7662,7.1887,0.1614,0.1614
19.7775,7.1775,0.1627,0.1627
19.7888,7.1662,0.1610,0.1610
19.7888,7.1550,0.1627,0.1627
19.8000,7.1437,0.1614,0.1614
19.8000,7.1325,0.1630,0.1630
19.8112,7.1212,0.1622,0.1622
19.8112,7.1100,0.1634,0.1634
19.8112,7.0987,0.1614,0.1614
19.8225,7.0875,0.1625,0.1625
19.8225,7.0762,0.1610,0.1610
19.8225,7.0650,0.1593,0.1593
19.8337,7.0537,0.1611,0.1611
19.8450,7.0425,0.1602,0.1602
19.8450,7.0312,0.1616,0.1616
19.8562,7.0200,0.1595,0.1595
19.8562,7.0088,0.1611,0.1611
19.8562,6.9975,0.1613,0.1613
19.8675,6.9863,0.1610,0.1610
19.8675,6.9750,0.1628,0.1628
19.8675,6.9638,0.1619,0.1619
19.8788,6.9525,0.1630,0.1630
19.8788,6.9413,0.1640,0.1640
19.8900,6.9300,0.1619,0.1619
19.8900,6.9188,0.1628,0.1628
19.8900,6.9075,0.1637,0.1637
19.8900,6.8962,0.1625,0.1625
19.9013,6.8850,0.1619,0.1619
19.9013,6.8737,0.1628,0.1628
19.9013,6.8625,0.1628,0.1628
19.9013,6.8512,0.1619,0.1619
19.9125,6.8400,0.1625,0.1625
19.9125,6.8287,0.1637,0.1637
19.9125,6.8175,0.1634,0.1634
19.9237,6.8062,0.1616,0.1616
19.9237,6.7950,0.1619,0.1619
19.9237,6.7837,0.1623,0.1623
19.9237,6.7725,0.1628,0.1628
19.9237,6.7612,0.1634,0.1634
19.9237,6.7500,0.1640,0.1640
19.9237,6.7387,0.1647,0.1647
19.9237,6.7275,0.1650,0.1650
19.9237,6.7162,0.1650,0.1650
19.9237,6.7050,0.1650,0.1650
19.9237,6.6937,0.1650,0.1650
19.9350,6.6825,0.1660,0.1660
19.9350,6.6712,0.1672,0.1672
19.9350,6.6600,0.1684,0.1684
19.9350,6.6487,0.1687,0.1687
19.9350,6.6375,0.1687,0.1687
19.9350,6.6262,0.1687,0.1687
19.9350,6.6150,0.1687,0.1687
19.9350,6.6037,0.1687,0.1687
19.9350,6.5925,0.1687,0.1687
19.9350,6.5812,0.1687,0.1687
19.9350,6.5700,0.1685,0.1685
19.9350,6.5587,0.1672,0.1672
19.9350,6.5475,0.1660,0.1660
19.9237,6.5362,0.1650,0.1650
19.9237,6.5250,0.1650,0.1650
19.9237,6.5137,0.1650,0.1650
19.9237,6.5025,0.1649,0.1649
19.9237,6.4912,0.1638,0.1638
19.9237,6.4800,0.1628,0.1628
19.9237,6.4688,0.1619,0.1619
19.9237,6.4575,0.1611,0.1611
19.9237,6.4463,0.1603,0.1603
19.9125,6.4350,0.1613,0.1613
19.9125,6.4238,0.1613,0.1613
19.9125,6.4125,0.1613,0.1613
19.9125,6.4013,0.1613,0.1613
19.9125,6.3900,0.1614,0.1614
19.9125,6.3788,0.1614,0.1614
19.9125,6.3675,0.1613,0.1613
19.9125,6.3563,0.1613,0.1613
19.9125,6.3450,0.1613,0.1613
19.9125,6.3337,0.1613,0.1613
19.9013,6.3225,0.1603,0.1603
19.9013,6.3112,0.1611,0.1611
19.9013,6.3000,0.1619,0.1619
19.9013,6.2887,0.1613,0.1613
19.9013,6.2775,0.1602,0.1602
19.8900,6.2662,0.1613,0.1613
19.8900,6.2550,0.1619,0.1619
19.8900,6.2437,0.1611,0.1611
19.8788,6.2325,0.1616,0.1616
19.8788,6.2212,0.1616,0.1616
19.8675,6.2100,0.1611,0.1611
19.8675,6.1987,0.1625,0.1625
19.8562,6.1875,0.1610,0.1610
19.8562,6.1762,0.1628,0.1628
19.8562,6.1650,0.1627,0.1627
19.8450,6.1537,0.1630,0.1630
19.8450,6.1425,0.1630,0.1630
19.8337,6.1312,0.1627,0.1627
19.8337,6.1200,0.1637,0.1637
19.8337,6.1087,0.1625,0.1625
19.8225,6.0975,0.1647,0.1647
19.8225,6.0862,0.1637,0.1637
19.8225,6.0750,0.1625,0.1625
19.8112,6.0637,0.1644,0.1644
19.8112,6.0525,0.1627,0.1627
19.8000,6.0412,0.1645,0.1645
19.7888,6.0300,0.1644,0.1644
19.7888,6.0187,0.1650,0.1650
19.7888,6.0075,0.1637,0.1637
19.7775,5.9962,0.1660,0.1660
19.7775,5.9850,0.1644,0.1644
19.7662,5.9737,0.1661,0.1661
19.7550,5.9625,0.1644,0.1644
19.7550,5.9512,0.1654,0.1654
19.7437,5.9400,0.1647,0.1647
19.7437,5.9287,0.1644,0.1644
19.7325,5.9175,0.1654,0.1654
19.7212,5.9062,0.1644,0.1644
19.7100,5.8950,0.1635,0.1635
19.6988,5.8838,0.1628,0.1628
19.6988,5.8725,0.1652,0.1652
19.6875,5.8613,0.1647,0.1647
19.6762,5.8500,0.1645,0.1645
19.6762,5.8388,0.1644,0.1644
19.6650,5.8275,0.1645,0.1645
19.6537,5.8163,0.1647,0.1647
19.6425,5.8050,0.1652,0.1652
19.6312,5.7938,0.1658,0.1658
19.6200,5.7825,0.1652,0.1652
19.6088,5.7713,0.1647,0.1647
19.5975,5.7600,0.1645,0.1645
19.5862,5.7487,0.1644,0.1644
19.5750,5.7375,0.1645,0.1645
19.5637,5.7262,0.1647,0.1647
19.5637,5.7150,0.1671,0.1671
19.5525,5.7037,0.1671,0.1671
19.5412,5.6925,0.1672,0.1672
19.5300,5.6812,0.1676,0.1676
19.5188,5.6700,0.1681,0.1681
19.5075,5.6700,0.1671,0.1671
19.4962,5.6587,0.1671,0.1671
19.4850,5.6475,0.1672,0.1672
19.4737,5.6475,0.1647,0.1647
19.4625,5.6362,0.1652,0.1652
19.4512,5.6250,0.1658,0.1658
19.4400,5.6137,0.1665,0.1665
19.4288,5.6137,0.1644,0.1644
19.4175,5.6025,0.1654,0.1654
19.4062,5.5912,0.1666,0.1666
19.3950,5.5800,0.1676,0.1676
19.3837,5.5800,0.1661,0.1661
19.3725,5.5687,0.1677,0.1677
19.3612,5.5687,0.1661,0.1661
19.3500,5.5575,0.1679,0.1679
19.3388,5.5575,0.1664,0.1664
19.3275,5.5462,0.1677,0.1677
19.3163,5.5462,0.1661,0.1661
19.3050,5.5350,0.1677,0.1677
19.2937,5.5237,0.1661,0.1661
19.2825,5.5237,0.1679,0.1679
19.2712,5.5237,0.1664,0.1664
19.2600,5.5125,0.1679,0.1679
19.2487,5.5125,0.1672,0.1672
19.2375,5.5012,0.1677,0.1677
19.2263,5.5012,0.1685,0.1685
19.2150,5.5012,0.1674,0.1674
19.2037,5.5012,0.1664,0.1664
19.1925,5.5012,0.1656,0.1656
19.1812,5.4900,0.1684,0.1684
19.1700,5.4900,0.1677,0.1677
19.1587,5.4787,0.1677,0.1677
19.1475,5.4787,0.1684,0.1684
19.1363,5.4787,0.1672,0.1672
19.1250,5.4675,0.1664,0.1664
19.1137,5.4675,0.1674,0.1674
19.1025,5.4675,0.1672,0.1672
19.0912,5.4675,0.1660,0.1660
19.0800,5.4562,0.1672,0.1672
19.0687,5.4562,0.1674,0.1674
19.0575,5.4562,0.1661,0.1661
19.0463,5.4450,0.1679,0.1679
19.0350,5.4450,0.1664,0.1664
19.0237,5.4337,0.1661,0.1661
19.0125,5.4337,0.1665,0.1665
19.0012,5.4337,0.1660,0.1660
18.9900,5.4337,0.1649,0.1649
18.9787,5.4225,0.1647,0.1647
18.9675,5.4225,0.1656,0.1656
18.9563,5.4225,0.1656,0.1656
18.9450,5.4225,0.1647,0.1647
18.9337,5.4225,0.1640,0.1640
18.9225,5.4225,0.1634,0.1634
18.9112,5.4112,0.1665,0.1665
18.9000,5.4112,0.1661,0.1661
18.8887,5.4112,0.1657,0.1657
18.8775,5.4112,0.1654,0.1654
18.8663,5.4112,0.1652,0.1652
18.8550,5.4112,0.1650,0.1650
18.8438,5.4112,0.1650,0.1650
18.8325,5.4112,0.1650,0.1650
18.8212,5.4112,0.1650,0.1650
18.8100,5.4112,0.1650,0.1650
18.7987,5.4000,0.1684,0.1684
18.7875,5.4000,0.1687,0.1687
18.7763,5.4000,0.1685,0.1685
18.7650,5.4000,0.1672,0.1672
18.7538,5.3887,0.1684,0.1684
18.7425,5.3887,0.1685,0.1685
18.7312,5.3887,0.1674,0.1674
18.7200,5.3887,0.1664,0.1664
18.7087,5.3887,0.1656,0.1656
18.6975,5.3887,0.1647,0.1647
18.6862,5.3775,0.1677,0.1677
18.6750,5.3775,0.1671,0.1671
18.6638,5.3775,0.1665,0.1665
18.6525,5.3662,0.1687,0.1687
18.6412,5.3662,0.1687,0.1687
18.6300,5.3662,0.1687,0.1687
18.6187,5.3662,0.1687,0.1687
18.6075,5.3662,0.1687,0.1687
18.5962,5.3662,0.1687,0.1687
18.5850,5.3662,0.1687,0.1687
18.5738,5.3662,0.1687,0.1687
18.5625,5.3662,0.1687,0.1687
18.5512,5.3662,0.1687,0.1687
18.5400,5.3662,0.1687,0.1687
18.5287,5.3662,0.1687,0.1687
18.5175,5.3662,0.1687,0.1687
18.5062,5.3662,0.1687,0.1687
18.4950,5.3662,0.1687,0.1687
18.4838,5.3662,0.1687,0.1687
18.4725,5.3662,0.1687,0.1687
18.4612,5.3662,0.1687,0.1687
18.4500,5.3662,0.1687,0.1687
18.4387,5.3662,0.1687,0.1687
18.4275,5.3662,0.1687,0.1687
18.4162,5.3662,0.1687,0.1687
18.4050,5.3662,0.1687,0.1687
18.3938,5.3662,0.1687,0.1687
18.3825,5.3662,0.1687,0.1687
18.3712,5.3550,0.1684,0.1684
18.3600,5.3550,0.1692,0.1692
18.3487,5.3550,0.1701,0.1701
18.3375,5.3550,0.1710,0.1710
18.3262,5.3550,0.1721,0.1721
18.3150,5.3550,0.1725,0.1725
18.3038,5.3550,0.1725,0.1725
18.2925,5.3550,0.1721,0.1721
18.2812,5.3438,0.1725,0.1725
18.2700,5.3438,0.1725,0.1725
18.2587,5.3438,0.1725,0.1725
18.2475,5.3325,0.1687,0.1687
18.2362,5.3325,0.1687,0.1687
18.2250,5.3325,0.1687,0.1687
18.2138,5.3325,0.1687,0.1687
18.2025,5.3325,0.1687,0.1687
18.1913,5.3325,0.1687,0.1687
18.1800,5.3325,0.1687,0.1687
18.1687,5.3325,0.1687,0.1687
18.1575,5.3325,0.1687,0.1687
18.1462,5.3325,0.1684,0.1684
18.1350,5.3325,0.1677,0.1677
18.1237,5.3325,0.1671,0.1671
18.1125,5.3325,0.1665,0.1665
18.1013,5.3325,0.1661,0.1661
18.0900,5.3325,0.1657,0.1657
18.0787,5.3325,0.1654,0.1654
18.0675,5.3325,0.1652,0.1652
18.0562,5.3325,0.1650,0.1650
18.0450,5.3325,0.1650,0.1650
18.0337,5.3325,0.1650,0.1650
18.0225,5.3325,0.1650,0.1650
18.0113,5.3325,0.1650,0.1650
18.0000,5.3325,0.1650,0.1650
17.9887,5.3325,0.1650,0.1650
17.9775,5.3325,0.1650,0.1650
17.9662,5.3325,0.1650,0.1650
17.9550,5.3325,0.1650,0.1650
17.9437,5.3325,0.1650,0.1650
17.9325,5.3325,0.1650,0.1650
17.9213,5.3325,0.1650,0.1650
17.9100,5.3325,0.1650,0.1650
17.8987,5.3325,0.1650,0.1650
17.8875,5.3325,0.1650,0.1650
17.8762,5.3325,0.1650,0.1650
17.8650,5.3325,0.1650,0.1650
17.8537,5.3325,0.1650,0.1650
17.8425,5.3325,0.1650,0.1650
17.8313,5.3325,0.1650,0.1650
17.8200,5.3213,0.1684,0.1684
17.8087,5.3213,0.1687,0.1687
17.7975,5.3213,0.1687,0.1687
17.7862,5.3213,0.1687,0.1687
17.7750,5.3213,0.1687,0.1687
17.7637,5.3213,0.1687,0.1687
17.7525,5.3100,0.1708,0.1708
17.7413,5.3100,0.1721,0.1721
17.7300,5.3100,0.1725,0.1725
17.7188,5.3100,0.1725,0.1725
17.7075,5.3100,0.1725,0.1725
17.6962,5.3100,0.1725,0.1725
17.6850,5.3100,0.1725,0.1725
17.6737,5.3100,0.1725,0.1725
17.6625,5.2988,0.1687,0.1687
17.6513,5.2988,0.1687,0.1687
17.6400,5.2988,0.1687,0.1687
17.6288,5.2988,0.1687,0.1687
17.6175,5.2988,0.1687,0.1687
17.6062,5.2988,0.1687,0.1687
17.5950,5.2988,0.1687,0.1687
17.5837,5.2988,0.1687,0.1687
17.5725,5.2988,0.1687,0.1687
17.5612,5.2988,0.1684,0.1684
17.5500,5.2988,0.1677,0.1677
17.5388,5.2988,0.1671,0.1671
17.5275,5.2988,0.1665,0.1665
17.5162,5.2988,0.1661,0.1661
17.5050,5.2988,0.1657,0.1657
17.4937,5.2988,0.1654,0.1654
17.4825,5.2988,0.1652,0.1652
17.4712,5.2988,0.1650,0.1650
17.4600,5.2988,0.1650,0.1650
17.4488,5.2988,0.1650,0.1650
17.4375,5.2988,0.1650,0.1650
17.4262,5.2988,0.1650,0.1650
17.4150,5.2988,0.1650,0.1650
17.4037,5.2988,0.1650,0.1650
17.3925,5.2988,0.1650,0.1650
17.3812,5.2988,0.1650,0.1650
17.3700,5.2988,0.1650,0.1650
17.3588,5.2988,0.1650,0.1650
17.3475,5.2988,0.1650,0.1650
17.3362,5.2988,0.1650,0.1650
17.3250,5.2988,0.1650,0.1650
17.3137,5.2875,0.1684,0.1684
17.3025,5.2875,0.1687,0.1687
17.2912,5.2875,0.1687,0.1687
17.2800,5.2875,0.1687,0.1687
17.2688,5.2875,0.1687,0.1687
17.2575,5.2875,0.1687,0.1687
17.2462,5.2763,0.1701,0.1701
17.2350,5.2763,0.1710,0.1710
17.2237,5.2763,0.1721,0.1721
17.2125,5.2763,0.1725,0.1725
17.2012,5.2763,0.1725,0.1725
17.1900,5.2763,0.1725,0.1725
17.1788,5.2763,0.1725,0.1725
17.1675,5.2763,0.1725,0.1725
17.1562,5.2763,0.1725,0.1725
17.1450,5.2763,0.1725,0.1725
17.1337,5.2763,0.1725,0.1725
17.1225,5.2763,0.1725,0.1725
17.1112,5.2650,0.1725,0.1725
17.1000,5.2650,0.1725,0.1725
17.0888,5.2650,0.1725,0.1725
17.0775,5.2650,0.1725,0.1725
17.0663,5.2538,0.1687,0.1687
17.0550,5.2538,0.1687,0.1687
17.0437,5.2538,0.1687,0.1687
17.0325,5.2538,0.1687,0.1687
17.0212,5.2538,0.1687,0.1687
17.0100,5.2538,0.1687,0.1687
16.9988,5.2538,0.1687,0.1687
16.9875,5.2538,0.1687,0.1687
16.9763,5.2538,0.1687,0.1687
16.9650,5.2538,0.1687,0.1687
16.9537,5.2538,0.1687,0.1687
16.9425,5.2538,0.1687,0.1687
16.9312,5.2538,0.1687,0.1687
16.9200,5.2538,0.1687,0.1687
16.9087,5.2538,0.1687,0.1687
16.8975,5.2538,0.1687,0.1687
16.8863,5.2538,0.1687,0.1687
16.8750,5.2538,0.1687,0.1687
16.8637,5.2538,0.1687,0.1687
16.8525,5.2538,0.1687,0.1687
16.8412,5.2538,0.1687,0.1687
16.8300,5.2538,0.1687,0.1687
16.8187,5.2538,0.1687,0.1687
16.8075,5.2538,0.1687,0.1687
16.7963,5.2538,0.1687,0.1687
16.7850,5.2538,0.1687,0.1687
16.7737,5.2538,0.1687,0.1687
16.7625,5.2425,0.1684,0.1684
16.7512,5.2425,0.1691,0.1691
16.7400,5.2425,0.1694,0.1694
16.7287,5.2425,0.1698,0.1698
16.7175,5.2425,0.1702,0.1702
16.7063,5.2425,0.1708,0.1708
16.6950,5.2425,0.1714,0.1714
16.6837,5.2425,0.1721,0.1721
16.6725,5.2425,0.1725,0.1725
16.6612,5.2425,0.1725,0.1725
16.6500,5.2425,0.1725,0.1725
16.6387,5.2425,0.1725,0.1725
16.6275,5.2425,0.1721,0.1721
16.6163,5.2313,0.1725,0.1725
16.6050,5.2313,0.1725,0.1725
16.5938,5.2313,0.1725,0.1725
16.5825,5.2313,0.1725,0.1725
16.5712,5.2313,0.1725,0.1725
