# x_m,y_m,w_tr_right_m,w_tr_left_m
17.8200,3.0263,0.1650,0.1650
17.8313,3.0263,0.1650,0.1650
17.8425,3.0263,0.1650,0.1650
17.8537,3.0263,0.1650,0.1650
17.8650,3.0263,0.1650,0.1650
17.8762,3.0263,0.1650,0.1650
17.8875,3.0263,0.1650,0.1650
17.8987,3.0263,0.1650,0.1650
17.9100,3.0263,0.1650,0.1650
17.9213,3.0263,0.1650,0.1650
17.9325,3.0263,0.1650,0.1650
17.9437,3.0263,0.1650,0.1650
17.9550,3.0263,0.1650,0.1650
17.9662,3.0263,0.1650,0.1650
17.9775,3.0263,0.1650,0.1650
17.9887,3.0263,0.1650,0.1650
18.0000,3.0263,0.1650,0.1650
18.0113,3.0263,0.1650,0.1650
18.0225,3.0263,0.1650,0.1650
18.0337,3.0263,0.1650,0.1650
18.0450,3.0263,0.1650,0.1650
18.0562,3.0263,0.1650,0.1650
18.0675,3.0263,0.1650,0.1650
18.0787,3.0263,0.1650,0.1650
18.0900,3.0263,0.1650,0.1650
18.1013,3.0263,0.1650,0.1650
18.1125,3.0263,0.1650,0.1650
18.1237,3.0263,0.1650,0.1650
18.1350,3.0263,0.1650,0.1650
18.1462,3.0263,0.1650,0.1650
18.1575,3.0263,0.1650,0.1650
18.1687,3.0263,0.1650,0.1650
18.1800,3.0263,0.1650,0.1650
18.1913,3.0263,0.1650,0.1650
18.2025,3.0263,0.1650,0.1650
18.2138,3.0263,0.1650,0.1650
18.2250,3.0263,0.1650,0.1650
18.2362,3.0263,0.1650,0.1650
18.2475,3.0263,0.1650,0.1650
18.2587,3.0263,0.1650,0.1650
18.2700,3.0263,0.1650,0.1650
18.2812,3.0263,0.1650,0.1650
18.2925,3.0263,0.1650,0.1650
18.3038,3.0263,0.1650,0.1650
18.3150,3.0263,0.1650,0.1650
18.3262,3.0263,0.1650,0.1650
18.3375,3.0263,0.1650,0.1650
18.3487,3.0263,0.1650,0.1650
18.3600,3.0263,0.1650,0.1650
18.3712,3.0263,0.1650,0.1650
18.3825,3.0263,0.1650,0.1650
18.3938,3.0263,0.1650,0.1650
18.4050,3.0263,0.1650,0.1650
18.4162,3.0263,0.1652,0.1652
18.4275,3.0263,0.1654,0.1654
18.4387,3.0263,0.1657,0.1657
18.4500,3.0263,0.1661,0.1661
18.4612,3.0263,0.1665,0.1665
18.4725,3.0263,0.1671,0.1671
18.4838,3.0263,0.1677,0.1677
18.4950,3.0263,0.1684,0.1684
18.5062,3.0263,0.1687,0.1687
18.5175,3.0263,0.1687,0.1687
18.5287,3.0263,0.1687,0.1687
18.5400,3.0263,0.1687,0.1687
18.5512,3.0263,0.1687,0.1687
18.5625,3.0263,0.1687,0.1687
18.5738,3.0263,0.1687,0.1687
18.5850,3.0263,0.1687,0.1687
18.5962,3.0375,0.1725,0.1725
18.6075,3.0375,0.1725,0.1725
18.6187,3.0375,0.1725,0.1725
18.6300,3.0375,0.1725,0.1725
18.6412,3.0375,0.1725,0.1725
18.6525,3.0375,0.1725,0.1725
18.6638,3.0375,0.1725,0.1725
18.6750,3.0375,0.1725,0.1725
18.6862,3.0375,0.1725,0.1725
18.6975,3.0375,0.1725,0.1725
18.7087,3.0375,0.1725,0.1725
18.7200,3.0375,0.1725,0.1725
18.7312,3.0375,0.1725,0.1725
18.7425,3.0375,0.1725,0.1725
18.7538,3.0375,0.1725,0.1725
18.7650,3.0375,0.1725,0.1725
18.7763,3.0375,0.1725,0.1725
18.7875,3.0375,0.1725,0.1725
18.7987,3.0375,0.1725,0.1725
18.8100,3.0375,0.1725,0.1725
18.8212,3.0375,0.1725,0.1725
18.8325,3.0375,0.1725,0.1725
18.8438,3.0375,0.1725,0.1725
18.8550,3.0375,0.1725,0.1725
18.8663,3.0375,0.1725,0.1725
18.8775,3.0375,0.1725,0.1725
18.8887,3.0375,0.1725,0.1725
18.9000,3.0375,0.1725,0.1725
18.9112,3.0375,0.1725,0.1725
18.9225,3.0375,0.1725,0.1725
18.9337,3.0375,0.1725,0.1725
18.9450,3.0375,0.1725,0.1725
18.9563,3.0375,0.1725,0.1725
18.9675,3.0375,0.1725,0.1725
18.9787,3.0375,0.1725,0.1725
18.9900,3.0375,0.1725,0.1725
19.0012,3.0375,0.1725,0.1725
19.0125,3.0375,0.1725,0.1725
19.0237,3.0375,0.1725,0.1725
19.0350,3.0375,0.1725,0.1725
19.0463,3.0375,0.1725,0.1725
19.0575,3.0375,0.1725,0.1725
19.0687,3.0375,0.1725,0.1725
19.0800,3.0375,0.1725,0.1725
19.0912,3.0375,0.1725,0.1725
19.1025,3.0375,0.1725,0.1725
19.1137,3.0375,0.1725,0.1725
19.1250,3.0488,0.1725,0.1725
19.1363,3.0488,0.1725,0.1725
19.1475,3.0488,0.1725,0.1725
19.1587,3.0488,0.1725,0.1725
19.1700,3.0488,0.1725,0.1725
19.1812,3.0488,0.1725,0.1725
19.1925,3.0488,0.1725,0.1725
19.2037,3.0488,0.1725,0.1725
19.2150,3.0488,0.1725,0.1725
19.2263,3.0488,0.1725,0.1725
19.2375,3.0488,0.1725,0.1725
19.2487,3.0488,0.1725,0.1725
19.2600,3.0488,0.1725,0.1725
19.2712,3.0488,0.1725,0.1725
19.2825,3.0488,0.1725,0.1725
19.2937,3.0488,0.1725,0.1725
19.3050,3.0488,0.1725,0.1725
19.3163,3.0488,0.1725,0.1725
19.3275,3.0488,0.1725,0.1725
19.3388,3.0488,0.1725,0.1725
19.3500,3.0488,0.1725,0.1725
19.3612,3.0488,0.1725,0.1725
19.3725,3.0488,0.1725,0.1725
19.3837,3.0488,0.1725,0.1725
19.3950,3.0488,0.1725,0.1725
19.4062,3.0488,0.1725,0.1725
19.4175,3.0488,0.1725,0.1725
19.4288,3.0488,0.1725,0.1725
19.4400,3.0488,0.1725,0.1725
19.4512,3.0488,0.1725,0.1725
19.4625,3.0488,0.1725,0.1725
19.4737,3.0488,0.1725,0.1725
19.4850,3.0488,0.1725,0.1725
19.4962,3.0488,0.1725,0.1725
19.5075,3.0488,0.1725,0.1725
19.5188,3.0488,0.1725,0.1725
19.5300,3.0488,0.1725,0.1725
19.5412,3.0488,0.1725,0.1725
19.5525,3.0488,0.1725,0.1725
19.5637,3.0488,0.1725,0.1725
19.5750,3.0488,0.1725,0.1725
19.5862,3.0488,0.1725,0.1725
19.5975,3.0488,0.1725,0.1725
19.6088,3.0488,0.1725,0.1725
19.6200,3.0488,0.1725,0.1725
19.6312,3.0488,0.1725,0.1725
19.6425,3.0488,0.1725,0.1725
19.6537,3.0488,0.1725,0.1725
19.6650,3.0488,0.1721,0.1721
19.6762,3.0488,0.1714,0.1714
19.6875,3.0488,0.1708,0.1708
19.6988,3.0488,0.1702,0.1702
19.7100,3.0488,0.1698,0.1698
19.7212,3.0488,0.1694,0.1694
19.7325,3.0488,0.1691,0.1691
19.7437,3.0488,0.1689,0.1689
19.7550,3.0488,0.1688,0.1688
19.7662,3.0488,0.1687,0.1687
19.7775,3.0488,0.1687,0.1687
19.7888,3.0488,0.1687,0.1687
19.8000,3.0488,0.1687,0.1687
19.8112,3.0488,0.1687,0.1687
19.8225,3.0488,0.1687,0.1687
19.8337,3.0488,0.1687,0.1687
19.8450,3.0488,0.1687,0.1687
19.8562,3.0488,0.1687,0.1687
19.8675,3.0488,0.1687,0.1687
19.8788,3.0488,0.1684,0.1684
19.8900,3.0600,0.1687,0.1687
19.9013,3.0600,0.1687,0.1687
19.9125,3.0600,0.1687,0.1687
19.9237,3.0600,0.1687,0.1687
19.9350,3.0600,0.1687,0.1687
19.9462,3.0600,0.1687,0.1687
19.9575,3.0600,0.1687,0.1687
19.9688,3.0600,0.1687,0.1687
19.9800,3.0600,0.1687,0.1687
19.9913,3.0600,0.1687,0.1687
20.0025,3.0600,0.1687,0.1687
20.0137,3.0600,0.1687,0.1687
20.0250,3.0600,0.1687,0.1687
20.0362,3.0600,0.1687,0.1687
20.0475,3.0600,0.1687,0.1687
20.0587,3.0600,0.1687,0.1687
20.0700,3.0600,0.1687,0.1687
20.0813,3.0600,0.1687,0.1687
20.0925,3.0600,0.1687,0.1687
20.1037,3.0600,0.1687,0.1687
20.1150,3.0600,0.1687,0.1687
20.1262,3.0600,0.1687,0.1687
20.1375,3.0600,0.1687,0.1687
20.1487,3.0600,0.1687,0.1687
20.1600,3.0600,0.1687,0.1687
20.1713,3.0713,0.1650,0.1650
20.1825,3.0713,0.1650,0.1650
20.1937,3.0713,0.1650,0.1650
20.2050,3.0713,0.1652,0.1652
20.2162,3.0713,0.1654,0.1654
20.2275,3.0713,0.1657,0.1657
20.2387,3.0713,0.1661,0.1661
20.2500,3.0713,0.1656,0.1656
20.2613,3.0713,0.1647,0.1647
20.2725,3.0825,0.1640,0.1640
20.2837,3.0825,0.1647,0.1647
20.2950,3.0825,0.1656,0.1656
20.3062,3.0938,0.1628,0.1628
20.3175,3.0938,0.1638,0.1638
20.3287,3.0938,0.1649,0.1649
20.3400,3.0938,0.1650,0.1650
20.3513,3.1050,0.1637,0.1637
20.3625,3.1050,0.1650,0.1650
20.3737,3.1050,0.1649,0.1649
20.3850,3.1162,0.1645,0.1645
20.3962,3.1162,0.1656,0.1656
20.4075,3.1275,0.1628,0.1628
20.4187,3.1275,0.1638,0.1638
20.4300,3.1275,0.1649,0.1649
20.4413,3.1275,0.1650,0.1650
20.4525,3.1387,0.1637,0.1637
20.4638,3.1387,0.1650,0.1650
20.4750,3.1387,0.1649,0.1649
20.4862,3.1500,0.1645,0.1645
20.4975,3.1500,0.1661,0.1661
20.5087,3.1612,0.1644,0.1644
20.5200,3.1725,0.1628,0.1628
20.5312,3.1725,0.1647,0.1647
20.5425,3.1725,0.1664,0.1664
20.5538,3.1837,0.1645,0.1645
20.5650,3.1837,0.1661,0.1661
20.5762,3.1950,0.1644,0.1644
20.5875,3.1950,0.1661,0.1661
20.5987,3.2062,0.1644,0.1644
20.6100,3.2062,0.1661,0.1661
20.6212,3.2175,0.1647,0.1647
20.6325,3.2175,0.1661,0.1661
20.6438,3.2287,0.1645,0.1645
20.6550,3.2287,0.1654,0.1654
20.6662,3.2400,0.1644,0.1644
20.6775,3.2512,0.1628,0.1628
20.6887,3.2512,0.1647,0.1647
20.7000,3.2512,0.1644,0.1644
20.7112,3.2625,0.1645,0.1645
20.7225,3.2625,0.1634,0.1634
20.7338,3.2737,0.1644,0.1644
20.7450,3.2850,0.1628,0.1628
20.7562,3.2850,0.1644,0.1644
20.7675,3.2962,0.1634,0.1634
20.7787,3.3075,0.1622,0.1622
20.7900,3.3188,0.1613,0.1613
20.8012,3.3188,0.1635,0.1635
20.8125,3.3300,0.1628,0.1628
20.8238,3.3413,0.1623,0.1623
20.8350,3.3525,0.1619,0.1619
20.8462,3.3525,0.1645,0.1645
20.8575,3.3638,0.1644,0.1644
20.8687,3.3638,0.1635,0.1635
20.8800,3.3750,0.1644,0.1644
20.8912,3.3862,0.1654,0.1654
20.9025,3.3975,0.1644,0.1644
20.9138,3.4087,0.1628,0.1628
20.9250,3.4087,0.1647,0.1647
20.9362,3.4200,0.1634,0.1634
20.9475,3.4312,0.1622,0.1622
20.9587,3.4312,0.1644,0.1644
20.9700,3.4425,0.1635,0.1635
20.9812,3.4537,0.1628,0.1628
20.9925,3.4650,0.1623,0.1623
21.0038,3.4762,0.1619,0.1619
21.0150,3.4875,0.1618,0.1618
21.0263,3.4987,0.1618,0.1618
21.0375,3.5100,0.1619,0.1619
21.0487,3.5212,0.1618,0.1618
21.0600,3.5325,0.1618,0.1618
21.0712,3.5437,0.1619,0.1619
21.0825,3.5550,0.1618,0.1618
21.0938,3.5662,0.1618,0.1618
21.1050,3.5775,0.1618,0.1618
21.1163,3.5887,0.1619,0.1619
21.1275,3.6000,0.1618,0.1618
21.1387,3.6113,0.1618,0.1618
21.1500,3.6113,0.1644,0.1644
21.1612,3.6225,0.1644,0.1644
21.1725,3.6338,0.1644,0.1644
21.1837,3.6450,0.1644,0.1644
21.1950,3.6562,0.1644,0.1644
21.2063,3.6675,0.1644,0.1644
21.2175,3.6787,0.1644,0.1644
21.2287,3.6900,0.1644,0.1644
21.2400,3.7012,0.1644,0.1644
21.2512,3.7125,0.1644,0.1644
21.2625,3.7237,0.1635,0.1635
21.2737,3.7350,0.1628,0.1628
21.2850,3.7462,0.1623,0.1623
21.2963,3.7575,0.1619,0.1619
21.3075,3.7687,0.1618,0.1618
21.3187,3.7800,0.1618,0.1618
21.3300,3.7912,0.1618,0.1618
21.3412,3.8025,0.1618,0.1618
21.3525,3.8137,0.1618,0.1618
21.3637,3.8250,0.1619,0.1619
21.3750,3.8362,0.1623,0.1623
21.3863,3.8475,0.1628,0.1628
21.3975,3.8587,0.1635,0.1635
21.4087,3.8700,0.1644,0.1644
21.4200,3.8812,0.1644,0.1644
21.4312,3.8925,0.1644,0.1644
21.4425,3.9038,0.1644,0.1644
21.4537,3.9150,0.1644,0.1644
21.4650,3.9263,0.1644,0.1644
21.4763,3.9375,0.1644,0.1644
21.4875,3.9487,0.1644,0.1644
21.4987,3.9600,0.1644,0.1644
21.5100,3.9712,0.1644,0.1644
21.5212,3.9825,0.1644,0.1644
21.5325,3.9937,0.1644,0.1644
21.5437,4.0050,0.1644,0.1644
21.5550,4.0162,0.1644,0.1644
21.5663,4.0275,0.1644,0.1644
21.5775,4.0388,0.1644,0.1644
21.5887,4.0500,0.1644,0.1644
21.6000,4.0613,0.1644,0.1644
21.6112,4.0725,0.1644,0.1644
21.6225,4.0838,0.1644,0.1644
21.6337,4.0950,0.1644,0.1644
21.6450,4.1063,0.1644,0.1644
21.6562,4.1175,0.1644,0.1644
21.6675,4.1288,0.1644,0.1644
21.6788,4.1400,0.1644,0.1644
21.6900,4.1513,0.1644,0.1644
21.7012,4.1625,0.1644,0.1644
21.7125,4.1738,0.1644,0.1644
21.7237,4.1850,0.1644,0.1644
21.7350,4.1963,0.1644,0.1644
21.7462,4.1963,0.1619,0.1619
21.7575,4.2075,0.1618,0.1618
21.7688,4.2188,0.1618,0.1618
21.7800,4.2300,0.1618,0.1618
21.7912,4.2412,0.1618,0.1618
21.8025,4.2525,0.1618,0.1618
21.8137,4.2637,0.1613,0.1613
21.8250,4.2750,0.1605,0.1605
21.8362,4.2862,0.1599,0.1599
21.8475,4.2975,0.1595,0.1595
21.8588,4.3087,0.1592,0.1592
21.8700,4.3200,0.1591,0.1591
21.8812,4.3312,0.1591,0.1591
21.8925,4.3425,0.1592,0.1592
21.9037,4.3537,0.1595,0.1595
21.9150,4.3650,0.1599,0.1599
21.9262,4.3762,0.1605,0.1605
21.9375,4.3875,0.1613,0.1613
21.9488,4.3987,0.1618,0.1618
21.9600,4.4100,0.1618,0.1618
21.9712,4.4212,0.1618,0.1618
21.9825,4.4325,0.1610,0.1610
21.9825,4.4437,0.1628,0.1628
21.9937,4.4550,0.1614,0.1614
22.0050,4.4662,0.1602,0.1602
22.0050,4.4775,0.1618,0.1618
22.0162,4.4887,0.1613,0.1613
22.0162,4.5000,0.1592,0.1592
22.0275,4.5112,0.1591,0.1591
22.0388,4.5225,0.1591,0.1591
22.0388,4.5337,0.1565,0.1565
22.0500,4.5450,0.1566,0.1566
22.0612,4.5562,0.1570,0.1570
22.0725,4.5675,0.1575,0.1575
22.0837,4.5787,0.1582,0.1582
22.0950,4.5900,0.1571,0.1571
22.0950,4.6012,0.1571,0.1571
22.1062,4.6125,0.1582,0.1582
22.1175,4.6238,0.1575,0.1575
22.1288,4.6350,0.1570,0.1570
22.1288,4.6463,0.1593,0.1593
22.1400,4.6575,0.1577,0.1577
22.1400,4.6688,0.1595,0.1595
22.1512,4.6800,0.1581,0.1581
22.1512,4.6913,0.1595,0.1595
22.1625,4.7025,0.1577,0.1577
22.1625,4.7138,0.1593,0.1593
22.1737,4.7250,0.1577,0.1577
22.1850,4.7363,0.1560,0.1560
22.1850,4.7475,0.1577,0.1577
22.1850,4.7588,0.1595,0.1595
22.1962,4.7700,0.1581,0.1581
22.1962,4.7812,0.1595,0.1595
22.2075,4.7925,0.1574,0.1574
22.2075,4.8037,0.1583,0.1583
22.2075,4.8150,0.1592,0.1592
22.2075,4.8262,0.1602,0.1602
22.2075,4.8375,0.1603,0.1603
22.2188,4.8487,0.1589,0.1589
22.2188,4.8600,0.1602,0.1602
22.2300,4.8712,0.1579,0.1579
22.2300,4.8825,0.1582,0.1582
22.2300,4.8937,0.1586,0.1586
22.2300,4.9050,0.1589,0.1589
22.2413,4.9162,0.1560,0.1560
22.2413,4.9275,0.1566,0.1566
22.2413,4.9387,0.1574,0.1574
22.2413,4.9500,0.1583,0.1583
22.2413,4.9612,0.1574,0.1574
22.2413,4.9725,0.1566,0.1566
22.2525,4.9837,0.1577,0.1577
22.2525,4.9950,0.1589,0.1589
22.2525,5.0062,0.1586,0.1586
22.2637,5.0175,0.1581,0.1581
22.2637,5.0287,0.1595,0.1595
22.2637,5.0400,0.1611,0.1611
22.2637,5.0512,0.1613,0.1613
22.2637,5.0625,0.1613,0.1613
22.2637,5.0737,0.1613,0.1613
22.2637,5.0850,0.1613,0.1613
22.2637,5.0962,0.1613,0.1613
22.2637,5.1075,0.1613,0.1613
22.2637,5.1187,0.1613,0.1613
22.2637,5.1300,0.1613,0.1613
22.2637,5.1412,0.1613,0.1613
22.2637,5.1525,0.1613,0.1613
22.2637,5.1637,0.1613,0.1613
22.2637,5.1750,0.1613,0.1613
22.2637,5.1863,0.1613,0.1613
22.2637,5.1975,0.1613,0.1613
22.2637,5.2088,0.1613,0.1613
22.2637,5.2200,0.1613,0.1613
22.2637,5.2313,0.1613,0.1613
22.2637,5.2425,0.1613,0.1613
22.2637,5.2538,0.1613,0.1613
22.2637,5.2650,0.1613,0.1613
22.2637,5.2763,0.1613,0.1613
22.2637,5.2875,0.1613,0.1613
22.2637,5.2988,0.1613,0.1613
22.2637,5.3100,0.1613,0.1613
22.2637,5.3213,0.1613,0.1613
22.2637,5.3325,0.1613,0.1613
22.2637,5.3438,0.1613,0.1613
22.2637,5.3550,0.1613,0.1613
22.2637,5.3662,0.1613,0.1613
22.2637,5.3775,0.1613,0.1613
22.2637,5.3887,0.1613,0.1613
22.2637,5.4000,0.1613,0.1613
22.2637,5.4112,0.1613,0.1613
22.2637,5.4225,0.1613,0.1613
22.2637,5.4337,0.1613,0.1613
22.2637,5.4450,0.1613,0.1613
22.2637,5.4562,0.1613,0.1613
22.2637,5.4675,0.1613,0.1613
22.2637,5.4787,0.1613,0.1613
22.2637,5.4900,0.1613,0.1613
22.2637,5.5012,0.1613,0.1613
22.2637,5.5125,0.1613,0.1613
22.2637,5.5237,0.1613,0.1613
22.2637,5.5350,0.1613,0.1613
22.2637,5.5462,0.1613,0.1613
22.2637,5.5575,0.1613,0.1613
22.2637,5.5687,0.1613,0.1613
22.2637,5.5800,0.1613,0.1613
22.2637,5.5912,0.1613,0.1613
22.2637,5.6025,0.1613,0.1613
22.2637,5.6137,0.1613,0.1613
22.2637,5.6250,0.1611,0.1611
22.2637,5.6362,0.1603,0.1603
22.2637,5.6475,0.1597,0.1597
22.2637,5.6587,0.1591,0.1591
22.2525,5.6700,0.1597,0.1597
22.2525,5.6812,0.1603,0.1603
22.2525,5.6925,0.1602,0.1602
22.2525,5.7037,0.1589,0.1589
22.2525,5.7150,0.1577,0.1577
22.2413,5.7262,0.1602,0.1602
22.2413,5.7375,0.1592,0.1592
22.2413,5.7487,0.1583,0.1583
22.2413,5.7600,0.1574,0.1574
22.2300,5.7713,0.1603,0.1603
22.2300,5.7825,0.1597,0.1597
22.2188,5.7938,0.1611,0.1611
22.2188,5.8050,0.1613,0.1613
22.2188,5.8163,0.1613,0.1613
22.2188,5.8275,0.1613,0.1613
22.2188,5.8388,0.1613,0.1613
22.2188,5.8500,0.1613,0.1613
22.2188,5.8613,0.1613,0.1613
22.2188,5.8725,0.1613,0.1613
22.2188,5.8838,0.1613,0.1613
22.2188,5.8950,0.1613,0.1613
22.2188,5.9062,0.1613,0.1613
22.2188,5.9175,0.1613,0.1613
22.2188,5.9287,0.1613,0.1613
22.2188,5.9400,0.1613,0.1613
22.2188,5.9512,0.1613,0.1613
22.2188,5.9625,0.1613,0.1613
22.2188,5.9737,0.1613,0.1613
22.2188,5.9850,0.1613,0.1613
22.2188,5.9962,0.1613,0.1613
22.2188,6.0075,0.1613,0.1613
22.2188,6.0187,0.1613,0.1613
22.2188,6.0300,0.1613,0.1613
22.2188,6.0412,0.1613,0.1613
22.2188,6.0525,0.1613,0.1613
22.2188,6.0637,0.1613,0.1613
22.2188,6.0750,0.1613,0.1613
22.2188,6.0862,0.1613,0.1613
22.2188,6.0975,0.1613,0.1613
22.2188,6.1087,0.1613,0.1613
22.2188,6.1200,0.1613,0.1613
22.2188,6.1312,0.1613,0.1613
22.2188,6.1425,0.1613,0.1613
22.2188,6.1537,0.1613,0.1613
22.2188,6.1650,0.1613,0.1613
22.2188,6.1762,0.1613,0.1613
22.2188,6.1875,0.1613,0.1613
22.2188,6.1987,0.1613,0.1613
22.2188,6.2100,0.1613,0.1613
22.2188,6.2212,0.1613,0.1613
22.2188,6.2325,0.1613,0.1613
22.2188,6.2437,0.1613,0.1613
22.2188,6.2550,0.1613,0.1613
22.2188,6.2662,0.1613,0.1613
22.2188,6.2775,0.1613,0.1613
22.2188,6.2887,0.1613,0.1613
22.2188,6.3000,0.1613,0.1613
22.2188,6.3112,0.1613,0.1613
22.2188,6.3225,0.1613,0.1613
22.2188,6.3337,0.1613,0.1613
22.2188,6.3450,0.1613,0.1613
22.2188,6.3563,0.1613,0.1613
22.2188,6.3675,0.1613,0.1613
22.2188,6.3788,0.1613,0.1613
22.2188,6.3900,0.1613,0.1613
22.2188,6.4013,0.1613,0.1613
22.2188,6.4125,0.1613,0.1613
22.2188,6.4238,0.1613,0.1613
22.2188,6.4350,0.1613,0.1613
22.2188,6.4463,0.1613,0.1613
22.2188,6.4575,0.1613,0.1613
22.2188,6.4688,0.1613,0.1613
22.2188,6.4800,0.1613,0.1613
22.2188,6.4912,0.1613,0.1613
22.2188,6.5025,0.1613,0.1613
22.2188,6.5137,0.1613,0.1613
22.2188,6.5250,0.1613,0.1613
22.2188,6.5362,0.1613,0.1613
22.2188,6.5475,0.1613,0.1613
22.2188,6.5587,0.1613,0.1613
22.2075,6.5700,0.1628,0.1628
22.2075,6.5812,0.1637,0.1637
22.2075,6.5925,0.1625,0.1625
22.1962,6.6037,0.1625,0.1625
22.1962,6.6150,0.1637,0.1637
22.1962,6.6262,0.1628,0.1628
22.1962,6.6375,0.1619,0.1619
22.1962,6.6487,0.1611,0.1611
22.1962,6.6600,0.1603,0.1603
22.1850,6.6712,0.1613,0.1613
22.1850,6.6825,0.1613,0.1613
22.1850,6.6937,0.1613,0.1613
22.1850,6.7050,0.1613,0.1613
22.1850,6.7162,0.1613,0.1613
22.1850,6.7275,0.1613,0.1613
22.1850,6.7387,0.1613,0.1613
22.1850,6.7500,0.1613,0.1613
22.1850,6.7612,0.1613,0.1613
22.1850,6.7725,0.1613,0.1613
22.1850,6.7837,0.1613,0.1613
22.1850,6.7950,0.1613,0.1613
22.1850,6.8062,0.1602,0.1602
22.1850,6.8175,0.1589,0.1589
22.1850,6.8287,0.1577,0.1577
22.1737,6.8400,0.1591,0.1591
22.1737,6.8512,0.1592,0.1592
22.1737,6.8625,0.1583,0.1583
22.1737,6.8737,0.1574,0.1574
22.1737,6.8850,0.1566,0.1566
22.1737,6.8962,0.1560,0.1560
22.1625,6.9075,0.1591,0.1591
22.1625,6.9188,0.1586,0.1586
22.1625,6.9300,0.1582,0.1582
22.1625,6.9413,0.1577,0.1577
22.1512,6.9525,0.1595,0.1595
22.1512,6.9638,0.1581,0.1581
22.1400,6.9750,0.1602,0.1602
22.1400,6.9863,0.1589,0.1589
22.1400,6.9975,0.1577,0.1577
22.1288,7.0088,0.1592,0.1592
22.1288,7.0200,0.1592,0.1592
22.1288,7.0312,0.1583,0.1583
22.1288,7.0425,0.1574,0.1574
22.1175,7.0537,0.1595,0.1595
22.1175,7.0650,0.1581,0.1581
22.1062,7.0762,0.1595,0.1595
22.1062,7.0875,0.1589,0.1589
22.0950,7.0987,0.1593,0.1593
22.0950,7.1100,0.1602,0.1602
22.0837,7.1212,0.1595,0.1595
22.0837,7.1325,0.1591,0.1591
22.0725,7.1437,0.1602,0.1602
22.0612,7.1550,0.1591,0.1591
22.0500,7.1662,0.1583,0.1583
22.0500,7.1775,0.1605,0.1605
22.0388,7.1887,0.1599,0.1599
22.0275,7.2000,0.1595,0.1595
22.0162,7.2112,0.1592,0.1592
22.0050,7.2225,0.1591,0.1591
22.0050,7.2337,0.1591,0.1591
21.9937,7.2450,0.1591,0.1591
21.9825,7.2562,0.1591,0.1591
21.9712,7.2675,0.1592,0.1592
21.9600,7.2787,0.1595,0.1595
21.9488,7.2900,0.1595,0.1595
21.9375,7.3012,0.1592,0.1592
21.9262,7.3125,0.1591,0.1591
21.9150,7.3237,0.1591,0.1591
21.9037,7.3350,0.1592,0.1592
21.8925,7.3462,0.1595,0.1595
21.8812,7.3575,0.1599,0.1599
21.8700,7.3687,0.1605,0.1605
21.8588,7.3800,0.1613,0.1613
21.8475,7.3912,0.1618,0.1618
21.8362,7.4025,0.1618,0.1618
21.8250,7.4137,0.1618,0.1618
21.8137,7.4250,0.1618,0.1618
21.8025,7.4362,0.1618,0.1618
21.7912,7.4475,0.1619,0.1619
21.7800,7.4587,0.1618,0.1618
21.7800,7.4700,0.1644,0.1644
21.7688,7.4812,0.1644,0.1644
21.7688,7.4925,0.1618,0.1618
21.7575,7.5038,0.1618,0.1618
21.7462,7.5150,0.1619,0.1619
21.7350,7.5263,0.1618,0.1618
21.7350,7.5375,0.1591,0.1591
21.7237,7.5488,0.1591,0.1591
21.7125,7.5600,0.1592,0.1592
21.7012,7.5713,0.1591,0.1591
21.6900,7.5825,0.1591,0.1591
21.6788,7.5938,0.1592,0.1592
21.6675,7.6050,0.1595,0.1595
21.6562,7.6162,0.1599,0.1599
21.6450,7.6275,0.1605,0.1605
21.6450,7.6387,0.1583,0.1583
21.6337,7.6500,0.1591,0.1591
21.6225,7.6612,0.1602,0.1602
21.6112,7.6725,0.1614,0.1614
21.6000,7.6837,0.1610,0.1610
21.6000,7.6950,0.1610,0.1610
21.5887,7.7062,0.1614,0.1614
21.5887,7.7175,0.1611,0.1611
21.5775,7.7287,0.1611,0.1611
21.5663,7.7400,0.1593,0.1593
21.5663,7.7512,0.1605,0.1605
21.5663,7.7625,0.1583,0.1583
21.5550,7.7737,0.1591,0.1591
21.5550,7.7850,0.1571,0.1571
21.5437,7.7962,0.1582,0.1582
21.5437,7.8075,0.1563,0.1563
21.5325,7.8187,0.1577,0.1577
21.5212,7.8300,0.1593,0.1593
21.5212,7.8412,0.1577,0.1577
21.5100,7.8525,0.1595,0.1595
21.5100,7.8637,0.1581,0.1581
21.4987,7.8750,0.1595,0.1595
21.4987,7.8862,0.1589,0.1589
21.4875,7.8975,0.1593,0.1593
21.4875,7.9087,0.1602,0.1602
21.4875,7.9200,0.1592,0.1592
21.4875,7.9312,0.1583,0.1583
21.4875,7.9425,0.1574,0.1574
21.4763,7.9537,0.1603,0.1603
21.4763,7.9650,0.1597,0.1597
21.4763,7.9762,0.1591,0.1591
21.4650,7.9875,0.1616,0.1616
21.4650,7.9987,0.1616,0.1616
21.4650,8.0100,0.1602,0.1602
21.4650,8.0213,0.1589,0.1589
21.4537,8.0325,0.1597,0.1597
21.4537,8.0437,0.1602,0.1602
21.4537,8.0550,0.1592,0.1592
21.4537,8.0663,0.1583,0.1583
21.4537,8.0775,0.1574,0.1574
21.4537,8.0887,0.1566,0.1566
21.4425,8.1000,0.1597,0.1597
21.4425,8.1113,0.1591,0.1591
